Mode,AP,Process time
Detector + MLLM + Information ,0.8562050955532685,3.099027789149586
Detector + Rules,0.5152872598169321,1.0285984050074193
Detector + Rules + MLLM,0.9999015231092436,1.1814849044552997
Detector + Rules + MLLM +Info,0.9816176470588236,1.1813353315543251
MLLM,0.8261123358586022,2.2352329217433535
