Mode,AP,Process time
Detector + MLLM + Information ,0.8228404000015462,3.067301590071109
Detector + Rules,0.6376904951792515,1.016482567166327
Detector + Rules + MLLM,0.9270058977592998,1.4029467552056907
Detector + Rules + MLLM +Info,0.9838330342707908,1.4120852722661514
MLLM,0.7469789381289621,2.218283817324791
