Frame,Ratio sum,Y sum
240,0.1043257125724627,18.0
245,0.0678930807713389,7.0
250,0.8298444779246029,23.0
255,0.7470721719289021,19.0
260,0.3967269709000678,8.0
265,0.0583681798766857,7.0
270,0.0804042291102443,12.0
275,0.1994834061042495,25.0
280,0.2073675839106578,17.0
285,0.7237642023264453,30.0
290,1.3268990400665284,77.0
295,0.8106131383785328,48.0
300,1.0115085563532362,33.0
305,0.5000333863566073,26.0
310,0.4869094101624553,37.0
315,0.6093522325301528,33.0
320,0.4147706621576212,3.0
325,0.3302232819000218,1.0
330,0.4408403490146759,16.0
335,0.1516486049603255,19.0
340,0.2907169508223906,25.0
340,0.2936507936507938,1.0
345,0.4238329938792153,36.0
350,0.0650837138508374,7.0
350,0.3109787148745266,36.0
355,0.1403672492878929,23.0
355,0.4445968388409296,4.0
355,0.1044861010974926,3.0
360,0.644898014206981,64.0
360,0.4599842548856162,3.0
365,0.1379253555605548,30.0
365,0.4026396221172544,3.0
365,0.0914744051910595,8.0
370,0.2451082378885811,26.0
370,0.0331450773051349,2.0
370,0.1772714642956379,4.0
375,0.1438306741190237,14.0
380,0.3017217290852486,31.0
380,0.0119121159706777,15.0
385,0.0752830971019994,38.0
385,0.045711622404073,5.0
385,0.077760859451,2.0
390,0.2226828498292812,22.0
390,0.0370609129291358,2.0
395,0.2562749926727427,4.0
395,0.0138837849223353,7.0
395,0.0037656313461829,2.0
400,0.2440335236898692,25.0
400,0.0920506592332994,1.0
400,0.0775485112741529,3.0
405,0.2246996814499688,1.0
405,0.0517269150300214,3.0
405,0.3805358119190809,6.0
410,0.4281044165165383,2.0
410,0.0,0.0
410,0.0122983778685107,4.0
415,0.0460275509771336,15.0
415,0.2225598645143309,5.0
420,0.5209879659503751,7.0
420,0.3718611516894367,6.0
425,0.1465390869509504,6.0
425,0.043069528280796,2.0
430,0.1758702535492975,10.0
430,0.1182427900737759,1.0
435,0.0834028534190535,40.0
435,0.2227364185110666,1.0
440,0.3230902010682092,132.0
440,0.1887323943661976,1.0
445,1.298281078330915,230.0
450,1.8619879922648368,374.0
455,3.0425970593400207,480.0
460,4.177153889934729,459.0
465,4.867790362322712,368.0
470,6.357922622165101,300.0
475,8.913621351747679,252.0
480,7.2133507275661,151.0
490,10.715024539646414,221.0
495,2.4325433780828165,28.0
510,0.6445702938488727,3.0
510,0.3509053011910737,26.0
515,0.1598560655024961,7.0
515,1.233534439416791,18.0
520,0.3355957767722479,0.0
520,0.3612477065497403,36.0
520,0.0485904205380188,1.0
525,0.2602828812151536,34.0
525,0.0634052007899936,8.0
530,0.0101355058152292,5.0
530,0.187323829541705,24.0
535,0.2274524153387777,37.0
535,0.0766129032258067,6.0
535,0.1568627450980382,1.0
540,0.0765721978537793,7.0
540,0.0,0.0
545,0.1011056161847825,26.0
545,0.4494268476621421,4.0
550,0.2141113107430761,7.0
550,0.5229562594268482,5.0
555,0.0160149253791351,57.0
555,0.055475113122172,1.0
560,0.1687347881450941,71.0
560,0.3721266968325798,4.0
565,0.3725884884016723,65.0
565,0.8424886877828048,3.0
570,0.3259949166650451,110.0
570,0.1979638009049784,4.0
575,0.0845914799333124,60.0
575,0.1044494720965318,5.0
580,0.0476833996318871,133.0
580,0.0456259426847673,6.0
585,0.3671225149822053,93.0
585,0.0520361990950233,0.0
590,0.3532257049338625,118.0
590,0.3152337858220218,0.0
595,0.4426792434813971,67.0
595,0.4283559577677231,0.0
600,0.3190088302035266,152.0
600,0.159034690799396,2.0
605,1.055627566528829,252.0
610,1.2017150250365505,294.0
615,1.85603307664267,344.0
620,2.311706997992507,360.0
625,1.833087618461993,231.0
630,0.2021652091067636,28.0
630,0.2668189191496615,1.0
635,1.2480059504995693,112.0
640,2.396046168546819,136.0
645,1.872766937595628,195.0
650,1.7935385289344312,101.0
655,0.7988613094318684,38.0
655,0.197963800904978,0.0
655,0.032368984999026,11.0
655,0.0265151515151518,6.0
660,0.2290497508432357,97.0
660,0.23265460030166,0.0
660,0.1637268204432382,0.0
665,0.650125392280098,178.0
670,0.3922505550656027,227.0
670,0.3760784313725502,1.0
670,0.6776251704656143,8.0
670,0.1192965653018333,3.0
675,0.9014706879258004,246.0
680,1.3889175427543836,257.0
685,1.249668477527302,209.0
690,1.0202095083584746,121.0
695,0.7364904793211748,27.0
695,0.2667561446187401,6.0
695,0.1409609157020718,4.0
695,0.5317647058823525,4.0
700,0.2743285406891346,13.0
700,0.2357199817726132,5.0
700,0.0,0.0
700,0.0276005244755243,10.0
705,0.1076251375076172,38.0
705,0.1909944243112064,1.0
705,0.4894843962008143,1.0
710,0.1454762001415002,24.0
710,0.806669776119403,0.0
710,0.2098832646995503,4.0
710,0.0,0.0
715,0.3743212517367991,39.0
715,0.2105988567031277,8.0
715,0.5755597014925373,8.0
715,0.1131442142762899,1.0
720,0.1230134721726752,33.0
720,0.0985139358592708,12.0
725,0.0127946296038239,0.0
725,0.4184997741109654,1.0
730,0.1105516733008997,25.0
730,1.1165398102532111,30.0
730,0.1940298507462686,4.0
730,0.202343236278546,1.0
735,0.195627333538232,20.0
735,0.2378797443383571,12.0
735,0.1334152514268757,14.0
735,0.2344008372579804,6.0
740,0.5505373160128894,59.0
740,0.0632366147753193,20.0
740,0.2685034013605442,0.0
740,0.6627378562826177,17.0
745,0.1447434162928644,0.0
745,0.0989976956571255,32.0
745,0.051020408163265,0.0
745,0.6934082697711764,12.0
750,0.1640903337945252,32.0
750,0.3955135560427538,28.0
750,0.3258550782818149,10.0
750,0.0,0.0
755,0.2725345398748828,1.0
755,0.038758720484385,25.0
755,0.2826103974307505,3.0
755,0.441176470588235,12.0
760,0.2070725090917101,13.0
760,0.0396690970999289,23.0
760,0.1970042151746288,28.0
760,0.0,0.0
765,0.3788639415687873,6.0
765,1.6543629685397825,17.0
765,0.5010784743443748,28.0
770,0.7863348982902112,27.0
770,2.6725991697796787,0.0
770,5.63804412641622,219.0
775,0.5122114920971332,6.0
775,5.85164093119646,134.0
780,0.6838645831581192,2.0
780,7.749444230380704,199.0
785,0.1220654332214215,9.0
785,9.315436897016944,264.0
790,0.3867820436849702,17.0
790,5.415365035288674,315.0
795,0.2443807751159857,25.0
795,0.054489056942295,3.0
800,0.1709959248005073,28.0
800,1.894986597116569,9.0
800,0.3319813237502088,16.0
800,3.663947703343746,192.0
805,0.2358228590646145,47.0
805,0.7057166910895809,0.0
810,0.2086593046563739,86.0
810,0.0380912209814427,9.0
810,0.3220758706055114,1.0
1300,0.5514984863067403,40.0
1300,0.1022393950122818,14.0
1300,0.2848853274385189,31.0
1300,0.1226107160813042,2.0
1300,0.0113492063492064,5.0
1305,0.521505192507838,41.0
1305,0.3491295938104448,17.0
1305,0.3720485190051762,17.0
1305,0.1050779902512185,27.0
1305,0.1821195761163337,21.0
1310,0.0034541469152915,25.0
1310,0.0723291585860417,48.0
1310,0.3967238435323542,12.0
1310,0.0871563333995014,18.0
1310,0.2612459692538432,34.0
1315,0.1570870313397273,23.0
1315,0.0166421985937759,8.0
1315,0.2308308395184335,63.0
1315,0.0473537005613726,5.0
1315,0.0,0.0
1315,0.1624797509815406,43.0
1320,0.1997029856702773,30.0
1320,0.0130476505434787,12.0
1320,0.5339917590586637,70.0
1320,0.3855454889937647,28.0
1325,0.1777729924093224,22.0
1325,0.1115722407074132,12.0
1325,0.9282089196070936,36.0
1325,0.1804402494057664,16.0
1330,0.6092092769311115,12.0
1330,0.0120219347893374,3.0
1330,0.0709981995593309,23.0
1335,0.1739248275038358,4.0
1335,0.0299362608463062,10.0
1335,0.2270802254889468,10.0
1335,0.3397367533521108,44.0
1340,0.637237101810318,2.0
1340,0.1123839009287924,6.0
1340,0.0546862662691821,27.0
1340,0.4753660399323394,23.0
1345,0.4635543759007946,5.0
1345,0.0207324967773884,9.0
1345,0.0638437534982735,29.0
1345,0.6374197429343185,23.0
