,Name,Mode,True Positive,False Positive,False Negative,True Negative,True Event,Check event,Validations Number,Duration,Process time
35,1_094_1.mp4,1,240,143,0,0,a group of persons playing,a group of persons playing,383,65.03163333333333,351.65467262268066
36,3_101_1.mp4,1,590,273,0,0,a group of persons playing,a group of persons playing,863,145.07826666666668,902.9923005104064
37,4_111_1.mp4,1,253,130,0,0,a group of persons playing,a group of persons playing,383,64.96666666666667,325.6920762062073
38,3_102_1.mp4,1,262,211,0,0,a group of persons playing,a group of persons playing,473,80.04663333333333,478.0302045345306
39,2_090_1.mp4,1,526,548,0,0,a group of persons playing,a group of persons playing,1074,180.0,963.4130175113678
40,1_093_1.mp4,1,530,363,0,0,a group of persons playing,a group of persons playing,893,150.11663333333334,815.903014421463
41,2_093_1.mp4,1,260,124,0,0,a group of persons playing,a group of persons playing,384,65.0,360.9640097618103
42,4_109_1.mp4,1,448,197,1,49,a group of persons playing,a group of persons playing,695,116.96666666666668,597.1313383579254
43,4_110_1.mp4,1,10,1,25,77,a person running,a person running,113,19.966666666666665,97.59400987625122
44,3_090_1.mp4,1,0,6,29,78,a person running,a person running,113,19.986633333333334,104.28568029403688
45,3_093_1.mp4,1,50,40,17,96,a person running,a person running,203,35.00163333333333,187.22305727005005
46,4_092_1.mp4,1,20,0,14,19,a person running,a person running,53,9.966666666666669,46.80179452896118
47,2_066_1.mp4,1,48,1,33,32,a person running,a person running,114,20.0,104.28140473365784
48,4_101_1.mp4,1,19,38,57,23,a person running,a person running,137,23.966666666666665,119.020405292511
49,2_094_1.mp4,1,32,236,3,443,a person running,a person running,714,120.0,655.8617961406708
50,1_068_1.mp4,1,31,42,0,10,a person running,a person running,83,14.981633333333331,78.35829067230225
51,3_104_1.mp4,1,45,6,23,69,a person running,a person running,143,24.991633333333333,132.22227787971497
52,3_094_1.mp4,1,38,63,1,41,a person running,a person running,143,24.991633333333333,131.81109428405762
53,1_077_1.mp4,1,22,59,2,12,a person running,a person running,95,16.983633333333334,87.5676109790802
54,4_087_1.mp4,1,20,17,33,19,a person running,a person running,89,15.966666666666669,78.10084915161133
55,2_075_1.mp4,1,1,0,31,52,a person running,a person running,84,15.0,78.34460878372192
56,4_090_1.mp4,1,12,1,11,29,a person running,a person running,53,9.966666666666669,46.47948741912842
57,2_085_1.mp4,1,18,21,0,15,a person running,a person running,54,10.0,50.33034062385559
58,3_085_1.mp4,1,23,66,2,22,a person running,a person running,113,19.986633333333334,104.64072871208192
59,4_088_1.mp4,1,29,47,1,0,a person running,a person running,77,13.966666666666669,68.57491374015808
60,1_096_1.mp4,1,15,14,4,20,a person running,a person running,53,9.976633333333334,49.30744957923889
61,4_080_1.mp4,1,55,35,19,16,a person running,a person running,125,21.966666666666665,105.4595136642456
62,1_070_1.mp4,1,38,22,2,21,a person running,a person running,83,14.981633333333331,74.78178596496582
63,4_078_1.mp4,1,25,11,2,15,a person running,a person running,53,9.966666666666669,44.47547554969788
64,4_104_1.mp4,1,8,1,8,12,a person running,a person running,29,5.966666666666667,24.2214572429657
65,2_073_1.mp4,1,28,113,0,123,a person running,a person running,264,45.0,233.5082166194916
66,4_112_1.mp4,1,16,0,11,38,a person running,a person running,65,11.966666666666669,55.28024744987488
67,2_095_1.mp4,1,43,1,4,36,a person running,a person running,84,15.0,74.13368844985962
68,3_077_1.mp4,1,69,62,2,40,a person running,a person running,173,29.99663333333333,152.03477787971497
69,2_064_1.mp4,1,38,24,0,22,a person running,a person running,84,15.0,73.9731810092926
70,1_079_1.mp4,1,34,2,1,46,a person running,a person running,83,14.981633333333331,73.1533715724945
71,4_102_1.mp4,1,7,2,15,29,a person running,a person running,53,9.966666666666669,44.34953784942627
72,3_103_1.mp4,1,21,0,3,59,a person running,a person running,83,14.981633333333331,72.9975004196167
73,3_097_1.mp4,1,18,39,27,59,a person running,a person running,143,24.991633333333333,125.88387870788574
74,1_095_1.mp4,1,28,17,0,32,a person running,a person running,77,13.980633333333332,67.80936574935913
75,3_087_1.mp4,1,19,4,18,72,a person running,a person running,113,19.986633333333334,99.76966071128844
76,4_113_1.mp4,1,7,13,48,27,a person running,a person running,95,16.966666666666665,80.05159997940063
77,3_075_1.mp4,1,36,53,1,85,a person running,a person running,175,30.2302,159.75861525535583
78,4_100_1.mp4,1,6,3,19,19,a person running,a person running,47,8.966666666666667,41.61597609519959
79,4_089_1.mp4,1,149,264,0,30,a person lying in the floor,a person lying in the floor,443,74.96666666666667,385.3807570934296
80,2_080_1.mp4,1,127,26,85,116,a person lying in the floor,a person lying in the floor,354,60.0,323.17238092422485
81,3_092_1.mp4,1,124,10,68,211,a person lying in the floor,a person lying in the floor,413,70.03663333333334,371.01711106300354
82,1_091_1.mp4,1,217,45,0,1,a person lying in the floor,a person lying in the floor,263,45.011633333333336,241.32958126068115
83,3_099_1.mp4,1,113,4,147,59,a person lying in the floor,a person lying in the floor,323,55.02163333333333,295.895887374878
84,1_078_1.mp4,1,130,95,0,8,a person lying in the floor,a person lying in the floor,233,40.00663333333333,213.6733753681183
85,4_094_1.mp4,1,241,41,31,4,a person lying in the floor,a person lying in the floor,317,53.96666666666667,266.8599617481232
86,3_086_1.mp4,1,124,46,16,347,a person lying in the floor,a person lying in the floor,533,90.05663333333334,485.81414437294006
87,1_084_1.mp4,1,168,40,0,25,a person lying in the floor,a person lying in the floor,233,40.00663333333333,212.6282789707184
88,2_069_1.mp4,1,78,66,0,0,a person chasing other person,a person chasing other person,144,25.0,131.62341403961182
89,1_082_1.mp4,1,31,52,0,0,a person chasing other person,a person chasing other person,83,14.981633333333331,75.75601387023926
90,3_093_1.mp4,1,67,136,0,0,a person chasing other person,a person chasing other person,203,35.00163333333333,184.37839102745056
91,2_071_1.mp4,1,72,102,0,0,a person chasing other person,a person chasing other person,174,30.0,158.14191007614136
92,3_080_1.mp4,1,48,125,0,0,a person chasing other person,a person chasing other person,173,29.99663333333333,157.24931454658508
93,4_101_1.mp4,1,76,61,0,0,a person chasing other person,a person chasing other person,137,23.966666666666665,117.77600836753844
94,4_108_1.mp4,1,34,31,0,0,a person chasing other person,a person chasing other person,65,11.966666666666669,55.990296840667725
95,4_107_1.mp4,1,45,98,0,0,a person chasing other person,a person chasing other person,143,24.966666666666665,120.527517080307
96,4_114_1.mp4,1,55,10,0,0,a person chasing other person,a person chasing other person,65,11.933333333333334,55.75632166862488
97,3_096_1.mp4,1,37,46,0,0,a person chasing other person,a person chasing other person,83,14.981633333333331,76.36508893966675
98,1_073_1.mp4,1,30,53,0,0,a person chasing other person,a person chasing other person,83,14.981633333333331,74.50230932235718
99,3_091_1.mp4,1,34,79,0,0,a person chasing other person,a person chasing other person,113,19.986633333333334,103.00368165969849
100,4_083_1.mp4,1,76,37,0,0,a person chasing other person,a person chasing other person,113,19.966666666666665,96.8560619354248
101,2_078_1.mp4,1,30,54,0,0,a person chasing other person,a person chasing other person,84,15.0,76.17796182632446
102,2_077_1.mp4,1,28,38,0,0,a person chasing other person,a person chasing other person,66,12.0,60.545138359069824
103,1_087_1.mp4,1,28,67,0,0,a person chasing other person,a person chasing other person,95,16.983633333333334,88.01618337631226
104,2_088_1.mp4,1,50,76,0,0,a person chasing other person,a person chasing other person,126,22.0,111.61157274246216
105,1_085_1.mp4,1,357,296,0,0,a person chasing other person,a person chasing other person,653,110.07663333333332,585.0468134880066
106,2_083_1.mp4,1,237,327,0,0,a person chasing other person,a person chasing other person,564,95.0,515.7927963733673
107,1_092_1.mp4,1,29,48,4,2,a person jumping,a person jumping,83,14.981633333333331,73.37050271034241
108,2_089_1.mp4,1,111,89,0,4,a person jumping,a person jumping,204,35.0,177.8762390613556
109,3_100_1.mp4,1,51,33,25,4,a person jumping,a person jumping,113,19.986633333333334,98.85919332504272
110,4_089_1.mp4,1,134,33,15,261,a person falling,a person falling,443,74.96666666666667,365.3188440799713
111,2_080_1.mp4,1,27,2,185,140,a person falling,a person falling,354,60.0,309.50469994544983
112,1_090_1.mp4,1,20,0,28,35,a person falling,a person falling,83,14.981633333333331,72.97513222694397
113,1_078_1.mp4,1,128,22,2,81,a person falling,a person falling,233,40.00663333333333,205.16025137901303
114,3_086_1.mp4,1,100,4,40,389,a person falling,a person falling,533,90.05663333333334,484.4440324306488
115,2_074_1.mp4,1,31,5,101,67,a person falling,a person falling,204,35.0,182.0486705303192
116,1_084_1.mp4,1,143,8,25,57,a person falling,a person falling,233,40.00663333333333,208.132375240326
117,4_106_1.mp4,1,70,67,0,0,a person guiding other person,a person guiding other person,137,23.966666666666665,118.68400192260742
118,3_098_1.mp4,1,95,198,0,0,a person guiding other person,a person guiding other person,293,50.01663333333333,263.38060569763184
119,4_097_1.mp4,1,131,1,0,0,a person guiding other person,a person guiding other person,132,23.066666666666663,112.8999605178833
120,1_089_1.mp4,1,115,58,0,0,a person guiding other person,a person guiding other person,173,29.99663333333333,155.72006368637085
121,2_087_1.mp4,1,50,94,0,0,a person guiding other person,a person guiding other person,144,25.0,130.94140219688416
122,4_095_1.mp4,1,30,47,0,0,a person stealing other person,a person stealing other person,77,13.966666666666669,65.90792655944824
123,1_082_1.mp4,1,31,50,0,2,a person stealing other person,a person stealing other person,83,14.981633333333331,75.06826686859131
124,4_084_1.mp4,1,9,24,23,27,a person stealing other person,a person stealing other person,83,14.966666666666669,69.91851592063904
125,2_071_1.mp4,1,12,34,60,68,a person stealing other person,a person stealing other person,174,30.0,157.6262788772583
126,3_080_1.mp4,1,9,4,39,121,a person stealing other person,a person stealing other person,173,29.99663333333333,157.6422197818756
127,4_108_1.mp4,1,26,11,8,20,a person stealing other person,a person stealing other person,65,11.966666666666669,55.69703269004822
128,3_081_1.mp4,1,1,8,38,125,a person stealing other person,a person stealing other person,172,29.69633333333333,157.5851664543152
129,3_091_1.mp4,1,13,1,21,78,a person stealing other person,a person stealing other person,113,19.986633333333334,103.80293822288512
130,4_083_1.mp4,1,76,37,0,0,a person stealing other person,a person stealing other person,113,19.966666666666665,96.59946179389954
131,2_078_1.mp4,1,7,10,23,44,a person stealing other person,a person stealing other person,84,15.0,76.33398699760437
132,2_070_1.mp4,1,20,25,3,66,a person stealing other person,a person stealing other person,114,20.0,103.34053683280943
133,3_088_1.mp4,1,13,29,2,69,a person throwing trash in the floor,a person throwing trash in the floor,113,19.986633333333334,99.87231636047365
134,1_080_1.mp4,1,10,28,0,45,a person throwing trash in the floor,a person throwing trash in the floor,83,14.981633333333331,75.23996162414551
135,1_076_1.mp4,1,25,23,0,35,a person throwing trash in the floor,a person throwing trash in the floor,83,14.981633333333331,73.2540512084961
136,2_072_1.mp4,1,22,29,8,25,a person throwing trash in the floor,a person throwing trash in the floor,84,15.0,76.8470208644867
137,3_074_1.mp4,1,3,5,5,100,a person throwing trash in the floor,a person throwing trash in the floor,113,19.986633333333334,102.768226146698
138,4_103_1.mp4,1,2,1,67,31,a person throwing trash in the floor,a person throwing trash in the floor,101,17.966666666666665,86.34278440475464
139,3_082_1.mp4,1,25,26,0,122,a person throwing trash in the floor,a person throwing trash in the floor,173,29.99663333333333,157.4029083251953
140,2_092_1.mp4,1,9,41,1,33,a person throwing trash in the floor,a person throwing trash in the floor,84,15.0,76.69754719734192
141,1_074_1.mp4,1,21,36,0,26,a person throwing trash in the floor,a person throwing trash in the floor,83,14.981633333333331,76.22902703285217
142,3_095_1.mp4,1,19,20,50,54,a person throwing trash in the floor,a person throwing trash in the floor,143,24.991633333333333,131.956520318985
143,3_084_1.mp4,1,14,25,18,83,a person throwing trash in the floor,a person throwing trash in the floor,140,24.391033333333333,127.18076157569884
144,1_086_1.mp4,1,46,50,20,27,a person throwing trash in the floor,a person throwing trash in the floor,143,24.991633333333333,131.45847272872925
145,4_099_1.mp4,1,4,65,14,60,a person tripping,a person tripping,143,24.966666666666665,121.78674268722534
146,4_087_1.mp4,1,44,34,9,2,a person tripping,a person tripping,89,15.966666666666669,76.17602443695068
147,2_081_1.mp4,1,14,1,71,10,a person tripping,a person tripping,96,17.0,85.60071778297424
148,2_082_1.mp4,1,0,0,31,233,a person tripping,a person tripping,264,45.0,239.9750213623047
149,4_098_1.mp4,1,29,14,43,27,a person tripping,a person tripping,113,19.966666666666665,95.0599284172058
150,4_085_1.mp4,1,7,32,15,23,a person stealing other person's pocket,a person stealing other person's pocket,77,13.966666666666669,66.34320664405823
151,3_083_1.mp4,1,16,18,15,64,a person stealing other person's pocket,a person stealing other person's pocket,113,19.986633333333334,104.51277160644533
152,1_075_1.mp4,1,20,45,0,18,a person stealing other person's pocket,a person stealing other person's pocket,83,14.981633333333331,77.63511872291565
153,4_086_1.mp4,1,35,23,10,21,a person stealing other person's pocket,a person stealing other person's pocket,89,15.966666666666669,89.16798043251038
154,4_076_1.mp4,0,16,0,0,0,a person riding a bicycle,a person riding a bicycle,16,13.966666666666669,27.158446550369263
155,3_106_1.mp4,0,19,0,0,0,a person riding a bicycle,a person riding a bicycle,19,14.981633333333331,31.865817308425903
156,1_067_1.mp4,0,15,0,0,0,a person riding a bicycle,a person riding a bicycle,15,9.976633333333334,22.98684334754944
157,1_066_1.mp4,0,16,0,0,0,a person riding a bicycle,a person riding a bicycle,16,14.981633333333331,29.03875064849853
158,2_096_1.mp4,0,29,0,0,0,a person riding a bicycle,a person riding a bicycle,29,15.0,40.15861654281616
159,4_077_1.mp4,0,20,0,0,0,a person riding a bicycle,a person riding a bicycle,20,10.966666666666669,27.089630842208862
160,3_105_1.mp4,0,18,0,0,0,a person riding a bicycle,a person riding a bicycle,18,20.053366666666665,36.12845993041992
161,2_067_1.mp4,0,24,58,0,0,a certain number of persons fighting,a certain number of persons fighting,82,25.0,97.54493308067322
162,4_082_1.mp4,0,75,0,0,0,a certain number of persons fighting,a certain number of persons fighting,75,30.966666666666665,92.31499719619752
163,3_079_1.mp4,0,87,44,0,1,a certain number of persons fighting,a certain number of persons fighting,132,45.011633333333336,178.19749903678894
164,2_065_1.mp4,0,50,4,0,0,a certain number of persons fighting,a certain number of persons fighting,54,45.0,92.15444707870483
165,1_081_1.mp4,0,26,0,0,0,a certain number of persons fighting,a certain number of persons fighting,26,12.979633333333334,35.148308753967285
166,3_089_1.mp4,0,47,0,4,0,a certain number of persons fighting,a certain number of persons fighting,51,29.99663333333333,73.82296919822693
167,1_088_1.mp4,0,88,44,0,0,a certain number of persons fighting,a certain number of persons fighting,132,45.011633333333336,158.3839979171753
168,2_068_1.mp4,0,39,3,0,0,a certain number of persons fighting,a certain number of persons fighting,42,35.0,71.49848532676697
169,1_071_1.mp4,0,28,14,0,0,a certain number of persons fighting,a certain number of persons fighting,42,19.986633333333334,61.44371914863586
170,4_079_1.mp4,0,62,47,0,0,a certain number of persons fighting,a certain number of persons fighting,109,34.96666666666667,121.28436708450316
171,3_076_1.mp4,0,101,11,0,0,a certain number of persons fighting,a certain number of persons fighting,112,49.78306666666667,164.23815393447876
172,2_081_1.mp4,0,1,0,0,0,a certain number of persons fighting,a certain number of persons fighting,1,17.0,18.71232771873474
173,1_072_1.mp4,0,97,12,0,0,a certain number of persons fighting,a certain number of persons fighting,109,24.991633333333333,123.08713507652284
174,2_077_1.mp4,0,22,23,0,0,a certain number of persons fighting,a certain number of persons fighting,45,12.0,51.00143337249756
175,4_096_1.mp4,0,46,0,0,0,a certain number of persons fighting,a certain number of persons fighting,46,22.966666666666665,58.97336649894714
176,2_076_1.mp4,0,10,6,0,0,a certain number of persons fighting,a certain number of persons fighting,16,25.0,40.12323951721192
177,4_103_1.mp4,0,61,27,0,0,a certain number of persons fighting,a certain number of persons fighting,88,17.966666666666665,87.09480547904968
178,1_083_1.mp4,0,12,0,0,0,a certain number of persons fighting,a certain number of persons fighting,12,14.981633333333331,25.39499402046204
179,4_105_1.mp4,0,33,0,0,0,a certain number of persons fighting,a certain number of persons fighting,33,34.96666666666667,60.84630513191223
180,2_086_1.mp4,0,90,41,0,0,a certain number of persons fighting,a certain number of persons fighting,131,50.0,165.20927047729492
181,3_078_1.mp4,0,44,154,0,0,a certain number of persons fighting,a certain number of persons fighting,198,50.01663333333333,236.9931535720825
182,4_081_1.mp4,0,32,46,0,0,a certain number of persons fighting,a certain number of persons fighting,78,19.966666666666665,80.83257746696472
183,3_095_1.mp4,0,34,69,0,0,a certain number of persons fighting,a certain number of persons fighting,103,24.991633333333333,115.65808725357056
184,1_069_1.mp4,0,103,0,0,0,a certain number of persons fighting,a certain number of persons fighting,103,40.00663333333333,135.55337476730347
185,2_084_1.mp4,0,38,19,0,0,a certain number of persons fighting,a certain number of persons fighting,57,20.0,75.50516986846924
186,1_086_1.mp4,0,36,32,0,0,a certain number of persons fighting,a certain number of persons fighting,68,24.991633333333333,84.65296173095703
187,2_079_1.mp4,0,44,4,0,0,a certain number of persons fighting,a certain number of persons fighting,48,20.0,61.520185708999634
188,4_093_1.mp4,0,71,22,0,0,a certain number of persons fighting,a certain number of persons fighting,93,24.966666666666665,97.40375304222108
189,1_094_1.mp4,0,134,45,0,0,a group of persons playing,a group of persons playing,179,65.03163333333333,244.3322441577912
190,3_101_1.mp4,0,30,0,0,0,a group of persons playing,a group of persons playing,30,145.07826666666668,186.94359350204468
191,4_111_1.mp4,0,19,3,0,0,a group of persons playing,a group of persons playing,22,64.96666666666667,82.20042252540588
192,3_102_1.mp4,0,199,85,0,0,a group of persons playing,a group of persons playing,284,80.04663333333333,388.7609412670136
193,2_090_1.mp4,0,0,0,0,0,a group of persons playing,a group of persons playing,0,180.0,189.45012879371643
194,1_093_1.mp4,0,119,30,0,0,a group of persons playing,a group of persons playing,149,150.11663333333334,302.1452956199646
195,2_093_1.mp4,0,15,4,0,0,a group of persons playing,a group of persons playing,19,65.0,89.97433257102966
196,4_109_1.mp4,0,0,0,0,0,a group of persons playing,a group of persons playing,0,116.96666666666668,117.30099654197691
197,4_110_1.mp4,0,2,0,12,12,a person running,a person running,26,19.966666666666665,40.468183517456055
198,3_090_1.mp4,0,0,0,0,10,a person running,a person running,10,19.986633333333334,29.26897168159485
199,3_093_1.mp4,0,17,1,0,0,a person running,a person running,18,35.00163333333333,51.59931707382202
200,4_092_1.mp4,0,1,0,0,0,a person running,a person running,1,9.966666666666669,10.774087905883787
201,2_066_1.mp4,0,24,0,8,0,a person running,a person running,32,20.0,47.12754964828491
202,4_101_1.mp4,0,0,0,7,2,a person running,a person running,9,23.966666666666665,30.9511661529541
203,2_094_1.mp4,0,0,4,0,1,a person running,a person running,5,120.0,130.08692240715027
204,1_068_1.mp4,0,9,3,0,0,a person running,a person running,12,14.981633333333331,25.46174693107605
205,3_104_1.mp4,0,11,0,6,2,a person running,a person running,19,24.991633333333333,41.99978709220886
206,3_094_1.mp4,0,9,4,0,6,a person running,a person running,19,24.991633333333333,42.00048184394837
207,1_077_1.mp4,0,9,5,0,0,a person running,a person running,14,16.983633333333334,29.016725778579712
208,4_087_1.mp4,0,0,0,0,0,a person running,a person running,0,15.966666666666669,15.8897442817688
209,2_075_1.mp4,0,0,0,1,0,a person running,a person running,1,15.0,16.672678232192993
210,4_090_1.mp4,0,0,1,0,0,a person running,a person running,1,9.966666666666669,10.76145315170288
211,2_085_1.mp4,0,0,1,1,2,a person running,a person running,4,10.0,13.8267343044281
212,3_085_1.mp4,0,4,2,0,0,a person running,a person running,6,19.986633333333334,25.888331651687626
213,4_088_1.mp4,0,3,0,0,0,a person running,a person running,3,13.966666666666669,16.380815029144287
214,1_096_1.mp4,0,0,0,0,0,a person running,a person running,0,9.976633333333334,10.370782613754272
215,4_080_1.mp4,0,17,2,0,0,a person running,a person running,19,21.966666666666665,36.85053062438965
216,1_070_1.mp4,0,32,0,0,0,a person running,a person running,32,14.981633333333331,41.70090627670288
217,4_078_1.mp4,0,6,0,0,0,a person running,a person running,6,9.966666666666669,14.665828466415403
218,4_104_1.mp4,0,2,1,1,3,a person running,a person running,7,5.966666666666667,11.464760065078735
219,2_073_1.mp4,0,2,14,0,1,a person running,a person running,17,45.0,61.06046938896179
220,4_112_1.mp4,0,2,0,7,1,a person running,a person running,10,11.966666666666669,19.91801071166992
221,2_095_1.mp4,0,21,0,0,0,a person running,a person running,21,15.0,33.04984259605408
222,3_077_1.mp4,0,43,1,2,0,a person running,a person running,46,29.99663333333333,69.01292061805725
223,2_064_1.mp4,0,0,1,0,0,a person running,a person running,1,15.0,16.60641884803772
224,1_079_1.mp4,0,1,0,0,0,a person running,a person running,1,14.981633333333331,16.3935866355896
225,4_102_1.mp4,0,3,1,4,6,a person running,a person running,14,9.966666666666669,20.965113162994385
226,3_103_1.mp4,0,11,0,0,0,a person running,a person running,11,14.981633333333331,24.811819314956665
227,3_097_1.mp4,0,14,1,2,0,a person running,a person running,17,24.991633333333333,40.07365036010742
228,1_095_1.mp4,0,1,0,0,0,a person running,a person running,1,13.980633333333332,15.383208513259888
229,3_087_1.mp4,0,14,0,6,2,a person running,a person running,22,19.986633333333334,39.54546523094177
230,4_113_1.mp4,0,0,3,0,5,a person running,a person running,8,16.966666666666665,23.34969282150269
231,3_075_1.mp4,0,3,0,0,0,a person running,a person running,3,30.2302,34.26776599884033
232,4_100_1.mp4,0,0,0,1,4,a person running,a person running,5,8.966666666666667,12.94520616531372
233,4_089_1.mp4,0,6,0,0,0,a person lying in the floor,a person lying in the floor,6,74.96666666666667,79.75654482841492
234,2_080_1.mp4,0,1,0,0,0,a person lying in the floor,a person lying in the floor,1,60.0,64.27536296844482
235,3_092_1.mp4,0,1,0,0,0,a person lying in the floor,a person lying in the floor,1,70.03663333333334,75.03562211990356
236,1_091_1.mp4,0,0,4,0,0,a person lying in the floor,a person lying in the floor,4,45.011633333333336,50.27431511878967
237,3_099_1.mp4,0,1,0,0,0,a person lying in the floor,a person lying in the floor,1,55.02163333333333,58.69253945350647
238,1_078_1.mp4,0,23,2,0,0,a person lying in the floor,a person lying in the floor,25,40.00663333333333,62.26587438583374
239,4_094_1.mp4,0,2,0,0,0,a person lying in the floor,a person lying in the floor,2,53.96666666666667,55.67026233673096
240,3_086_1.mp4,0,20,1,0,1,a person lying in the floor,a person lying in the floor,22,90.05663333333334,113.15262699127196
241,1_084_1.mp4,0,25,0,0,0,a person lying in the floor,a person lying in the floor,25,40.00663333333333,62.24426317214966
242,2_069_1.mp4,0,19,3,0,0,a person chasing other person,a person chasing other person,22,25.0,44.418922662734985
243,1_082_1.mp4,0,4,0,0,0,a person chasing other person,a person chasing other person,4,14.981633333333331,18.84229016304016
244,3_093_1.mp4,0,13,1,0,0,a person chasing other person,a person chasing other person,14,35.00163333333333,48.50516104698181
245,2_071_1.mp4,0,5,2,0,0,a person chasing other person,a person chasing other person,7,30.0,37.39186239242554
246,3_080_1.mp4,0,7,0,0,0,a person chasing other person,a person chasing other person,7,29.99663333333333,37.218621253967285
247,4_101_1.mp4,0,7,2,0,0,a person chasing other person,a person chasing other person,9,23.966666666666665,31.07019758224488
248,4_108_1.mp4,0,2,0,0,0,a person chasing other person,a person chasing other person,2,11.966666666666669,13.538764715194702
249,4_107_1.mp4,0,4,0,0,0,a person chasing other person,a person chasing other person,4,24.966666666666665,28.07586669921875
250,4_114_1.mp4,0,17,0,0,0,a person chasing other person,a person chasing other person,17,11.933333333333334,25.26681423187256
251,3_096_1.mp4,0,7,2,0,0,a person chasing other person,a person chasing other person,9,14.981633333333331,23.18469858169556
252,1_073_1.mp4,0,6,0,0,0,a person chasing other person,a person chasing other person,6,14.981633333333331,20.40489506721497
253,3_091_1.mp4,0,4,5,0,0,a person chasing other person,a person chasing other person,9,19.986633333333334,28.565816402435303
