Mode,AP,Process time
Detector + MLLM + Information ,0.7342537247146401,3.073117769709715
Detector + Rules,0.6516353649486568,1.019800810905699
Detector + Rules + MLLM,0.893283137652537,1.4874084129209004
Detector + Rules + MLLM +Info,0.9660082828583004,1.4962681183462991
MLLM,0.6797005594348291,2.223736553581622
