Name,Mode,Precision,Recall,Event,Validations Number,Duration,Process time
3_093_1.mp4,0,0.8484848484848485,0.8235294117647058,a person running,42,35.00163333333333,54.94822597503662
3_093_1.mp4,1,0.46153846153846156,0.26865671641791045,a person running,203,35.00163333333333,82.4463541507721
3_093_1.mp4,2,0.33076923076923076,0.6417910447761194,a person running,203,35.00163333333333,113.53044557571411
3_093_1.mp4,3,0.8333333333333334,0.4411764705882353,a person running,42,35.00163333333333,53.47432518005371
3_093_1.mp4,4,0.7419354838709677,0.6865671641791045,a person running,203,35.00163333333333,37.87783360481262
4_078_1.mp4,0,0.25,1.0,a person running,8,9.966666666666667,13.118222951889038
4_078_1.mp4,1,0.8148148148148148,0.8148148148148148,a person running,53,9.966666666666667,19.20380425453186
4_078_1.mp4,2,0.8064516129032258,0.9259259259259259,a person running,53,9.966666666666667,28.332942724227905
4_078_1.mp4,3,0.3333333333333333,1.0,a person running,8,9.966666666666667,13.137832880020142
4_078_1.mp4,4,0.7727272727272727,0.6296296296296297,a person running,53,9.966666666666667,10.345457315444946
2_095_1.mp4,0,0.0,0.0,a person running,1,15.0,16.718255043029785
2_095_1.mp4,1,1.0,0.6170212765957447,a person running,84,15.0,34.22830367088318
2_095_1.mp4,2,0.9354838709677419,0.6170212765957447,a person running,84,15.0,48.00620222091675
2_095_1.mp4,3,0.0,0.0,a person running,1,15.0,16.700667142868042
2_095_1.mp4,4,1.0,0.6808510638297872,a person running,84,15.0,16.332927465438843
3_077_1.mp4,0,1.0,0.4117647058823529,a person running,79,29.996633333333335,62.309646129608154
3_077_1.mp4,1,0.84375,0.38028169014084506,a person running,173,29.996633333333335,71.04714226722717
3_077_1.mp4,2,0.8787878787878788,0.4084507042253521,a person running,173,29.996633333333335,97.55915427207947
3_077_1.mp4,3,1.0,0.35294117647058826,a person running,79,29.996633333333335,62.093990087509155
3_077_1.mp4,4,0.6470588235294118,0.7746478873239436,a person running,173,29.996633333333335,32.42305016517639
1_079_1.mp4,0,1.0,0.6666666666666666,a person running,27,14.981633333333333,26.124380588531494
1_079_1.mp4,1,1.0,0.4,a person running,83,14.981633333333333,33.35642719268799
1_079_1.mp4,2,1.0,0.5714285714285714,a person running,83,14.981633333333333,46.017850399017334
1_079_1.mp4,3,1.0,0.6666666666666666,a person running,27,14.981633333333333,25.49271535873413
1_079_1.mp4,4,1.0,0.84375,a person running,33,14.981633333333333,15.518925189971924
3_103_1.mp4,0,1.0,0.8,a person running,5,14.981633333333333,17.77520728111267
3_103_1.mp4,1,1.0,0.7916666666666666,a person running,83,14.981633333333333,33.38327717781067
3_103_1.mp4,2,0.6216216216216216,0.9583333333333334,a person running,83,14.981633333333333,46.18443965911865
3_103_1.mp4,3,1.0,0.6,a person running,5,14.981633333333333,17.77467441558838
3_103_1.mp4,4,1.0,0.7916666666666666,a person running,83,14.981633333333333,15.85461950302124
3_087_1.mp4,0,1.0,0.4375,a person running,21,19.986633333333334,28.865813493728638
3_087_1.mp4,1,1.0,0.13513513513513514,a person running,113,19.986633333333334,45.197104692459106
3_087_1.mp4,2,0.8333333333333334,0.2702702702702703,a person running,113,19.986633333333334,62.231104373931885
3_087_1.mp4,3,1.0,0.125,a person running,21,19.986633333333334,28.714840412139893
3_087_1.mp4,4,0.7916666666666666,0.5135135135135135,a person running,113,19.986633333333334,21.009755611419678
